law_id,law_name,article_no,article_title,article_text
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,154,제원표 등,"제154조(제원표 등)
[①] ① 건설기계 차체에는 해당 건설기계의 제원표를 국토교통부장관이 정하는 바에 따라 보기 쉬운 위치에 부착하여야 한다. <개정 2008.3.14, 2013.3.23>
[②] ② 굴착기 및 기중기 등 선회하면서 작업할 수 있는 건설기계에는 ""작업 반경 내 접근금지""라는 표지를 그 후면에 부착하거나 표시해야 한다. <개정 2020.7.31>"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,155,조명장치,"제155조(조명장치)
[①] ① 타이어식 건설기계에는 다음 각 호의 구분에 따라 조명장치를 설치해야 한다. <개정 2020.7.31>
  [1.] 1.  최고주행속도가 시간당 15킬로미터 미만인 건설기계
    [가.] 가.  전조등
    [나.] 나.  제동등. 다만, 유량 제어로 속도를 감속하거나 가속하는 건설기계는 제외한다.
    [다.] 다.  후부반사기
    [라.] 라.  후부반사판 또는 후부반사지
  [2.] 2.  최고주행속도가 시간당 15킬로미터 이상 50킬로미터 미만인 건설기계
    [가.] 가.  제1호 각 목에 해당하는 조명장치
    [나.] 나.  방향지시등
    [다.] 다.  번호등
    [라.] 라.  후미등
    [마.] 마.  차폭등
  [3.] 3.  법 제26조제1항 단서에 따라 「도로교통법」 제80조에 따른 운전면허를 받아 조종하는 건설기계 또는 시간당 50킬로미터 이상 운전이 가능한 타이어식 건설기계
    [가.] 가.  제1호 및 제2호에 따른 조명장치
    [나.] 나.  후퇴등
    [다.] 다.  비상점멸 표시등
[②] ② 제157조부터 제160조, 제160조의2부터 제160조의4까지 및 제161조의 규정에도 불구하고, 건설기계구조상 해당 규정에 따른 위치에 조명장치의 설치가 곤란할 경우에는 그 설치위치를 달리할 수 있다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,156,전조등,"제156조(전조등)
[①] ① 전조등은 다음 각 호의 기준에 적합하여야 한다. 다만, 토공건설기계 및 제1축에 조향장치가 설치되지 않은 건설기계는 제외한다. <개정 2013.5.27>
  [1.] 1.  좌우에 각각 1개(4등식의 경우에는 2개를 1개로 본다)씩 설치하여야 한다.
  [2.] 2.  등광색은 백색으로 할 것
  [3.] 3.  한등당 광도(최대광도점의 광도를 말한다. 이하 같다)는 다음 각 목의 기준에 적합할 것
    [가.] 가.  주행빔: 1만5천칸델라(4등식 중 주행빔과 변환빔이 동시에 점등되는 형식은 1만2천칸델라) 이상 11만2천5백칸델라 이하일 것
    [나.] 나.  변환빔: 3천칸델라 이상 4만5천칸델라 이하일 것
  [4.] 4.  주행빔이 비추는 방향은 건설기계의 진행방향과 같아야 하고, 전방 10미터 거리에서 주광축이 비추는 좌ㆍ우ㆍ상ㆍ하 진폭은 다음 각 목의 기준에 적합할 것
    [가.] 가.  주광축의 좌측ㆍ우측 진폭은 300밀리미터 이내로 할 것. 다만, 좌측전조등의 좌측방향 진폭은 150밀리미터 이내일 것
    [나.] 나.  주광축의 상향 진폭은 100밀리미터 이내일 것
    [다.] 다.  주광축의 하향 진폭은 등화설치 높이의 10분의 3 이내 또는 300밀리미터 이내일 것
  [5.] 5.  등화의 중심점은 건설기계 중심선을 기준으로 좌우가 대칭이 되고, 자체중량 상태에서 지상 500밀리미터 이상 1,200밀리미터 이내가 되게 설치할 것. 다만, 건설기계의 구조상 부득이한 경우 차체의 가장 낮은 위치에 설치한 때에는 그러하지 아니하다.
  [6.] 6.  변환빔이 비추는 방향은 건설기계의 진행방향과 같아야 하고, 주행빔의 주광축의 광도를 감광할 수 있거나 비추는 방향을 하향으로 변환할 수 있는 구조일 것
  [7.] 7.  점등 시 주행빔 및 변환빔의 렌즈는 다음 각 목에 따라 관측할 때에 차체의 다른 부분에 의하여 가리워지지 아니할 것. 이 경우 주행빔과 변환빔이 1개의 렌즈를 사용할 때에는 변환빔렌즈의 관측각도를 적용한다.
    [가.] 가.  주행빔렌즈 관측각도: 상측 5도, 하측 5도, 내측 5도, 외측 5도
    [나.] 나.  변환빔렌즈 관측각도: 상측 15도, 하측 10도, 내측 10도, 외측 45도
  [8.] 8.  주행빔의 최고광도의 합(건설기계에 설치된 각각의 전조등에 대한 주행빔의 최고광도의 총합을 말한다)은 22만5천칸델라 이하일 것
[②] ② 방전식 전구를 사용하는 전조등은 제1항에 따른 기준 외에 다음 각 호의 기준에 적합하여야 한다.
  [1.] 1.  자동으로 전조등의 광축을 조정할 수 있는 장치를 설치할 것. 다만, 공기식 현가장치 등 전조등의 광축을 자동으로 하향으로 조절되게 하는 장치를 설치한 건설기계의 경우에는 그러하지 아니하다.
  [2.] 2.  건설기계의 전기ㆍ전자 장치에 영향을 주지 아니할 것"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,157,차폭등,"제157조(차폭등) 차폭등은 다음 각 호의 기준에 적합하여야 한다. <개정 2013.5.27>
  [1.] 1.  건설기계의 양면의 양쪽 또는 양옆면의 앞쪽에 설치할 것
  [2.] 2.  한등당 광도는 등화중심선의 위쪽에서는 4칸델라 이상 125칸델라 이하이고, 아래쪽에서는 4칸델라 이상 250칸델라 이하일 것
  [3.] 3.  자체중량 상태에서 건설기계 중심선을 기준으로 좌우가 대칭이고, 등화의 중심점은 지상 35센티미터 이상 200센티미터 이하의 위치에 설치하여야 하며, 발광면의 가장 바깥쪽이 차체 바깥쪽으로부터 40센티미터 이내가 되도록 설치할 것. 다만, 전조등이 차체 바깥쪽으로부터 65센티미터 이내에 설치되어 있는 경우에는 설치하지 아니할 수 있다.
  [4.] 4.  등광색은 백색ㆍ황색 또는 호박색으로 하고, 양쪽의 등광색은 동일하게 할 것"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,158,번호등,"제158조(번호등) 번호등(番號燈)은 다음 각 호 및 별표 9의 기준에 적합하여야 한다. <개정 2013.5.27, 2018.6.1>
  [1.] 1.  건설기계의 뒷면에 설치할 것
  [2.] 2.  등록번호판 숫자 위의 조도는 어느 부분에서도 8룩스 이상이어야 하며, 최고조도점 2점의 평균조도는 최소조도점 2점의 평균조도의 20배 이내일 것
  [3.] 3.  등광색은 백색으로 할 것
  [4.] 4.  전조등ㆍ후미등 및 차폭등과 별도로 소등할 수 없는 구조일 것
  [5.] 5.  번호등의 바로 뒤쪽에서 광원이 적접 보이지 아니하는 구조일 것"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,159,제동등,"제159조(제동등)
[①] ① 제동등은 다음 각 호의 기준에 적합해야 한다. <개정 2013.5.27, 2020.7.31>
  [1.] 1.  건설기계의 뒷면 양쪽에 설치할 것
  [2.] 2.  등광색은 적색으로 할 것
  [3.] 3.  한등당 광도는 40칸델라 이상 420칸델라 이하일 것
  [4.] 4.  다른 등화와 겸용하는 제동등은 제동조작을 할 경우 그 광도가 3배 이상으로 증가할 것
  [5.] 5.  등화의 중심점은 자체중량 상태에서 지상 35센티미터 이상 200센티미터 이하의 높이로 하고 건설기계 중심선을 기준으로 좌우대칭이 되도록 설치할 것
  [6.] 6.  삭제 <2020.7.31>
  [7.] 7.  삭제 <2018.6.1>
[②] ② 건설기계의 뒷면에는 보조제동등 1개를 설치할 수 있으며, 다른 등화와 겸용하여 사용할 수 없다.
[③] ③ 제동등은 다음 각 호의 경우에 점등되어야 하고, 제동력이 해제될 때까지 점등상태가 유지되어야 한다. 다만, 선택적 제동에 의한 경우에는 제동등이 점등되지 않아야 하며, 보조제동장치에 의한 제동의 경우에는 감속도 또는 가속도에 따라 점등되거나 점등되지 않도록 할 수 있다. <개정 2020.7.31>
  [1.] 1.  운전자의 조작에 의하여 주제동장치가 작동된 경우
  [2.] 2.  자동제어제동에 의하여 주제동장치가 작동된 경우. 다만, 감가속도가 0.7미터 매 초제곱(m/s2) 미만인 경우에는 점등되지 않도록 할 수 있다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,160,방향지시등,"제160조(방향지시등) 방향지시등은 다음 각 호의 기준에 적합해야 한다. <개정 2013.5.27, 2020.7.31>
  [1.] 1.  건설기계의 앞면ㆍ뒷면(피견인 건설기계의 경우에는 앞면은 제외한다) 양쪽 또는 옆면에 건설기계 중심선을 기준으로 좌우대칭이 되고, 등화의 중심점은 자체중량 상태에서 지상 35센티미터 이상 200센티미터 이하의 높이가 되게 할 것. 다만, 옆면에 보조방향지시등을 설치할 경우에는 길이가 600센티미터 미만의 건설기계에 있어서는 건설기계의 가장 앞에서 200센티미터 이내, 길이가 600센티미터 이상의 건설기계에 있어서는 건설기계의 가장 앞에서 건설기계 길이의 60퍼센트 이내의 위치에 설치하여야 한다.
  [2.] 2.  삭제 <2020.7.31>
  [3.] 3.  삭제 <2018.6.1>
  [4.] 4.  차체 너비의 50퍼센트 이상의 간격을 두고 설치할 것
  [5.] 5.  매분 60회 이상 120회 이하의 일정한 주기로 점멸하거나 광도가 증감하는 구조일 것
  [6.] 6.  등광색은 황색 또는 호박색으로 할 것
  [7.] 7.  한등당 광도는 50칸델라 이상 1천50칸델라 이하일 것. 다만, 제1호 단서에 따른 보조방향지시등의 경우에는 0.3칸델라 이상 300칸델라 이하이어야 한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,160,후미등,"제160조의2(후미등) 후미등은 다음 각 호의 기준에 적합해야 한다. <개정 2013.5.27, 2020.7.31>
  [1.] 1.  건설기계의 뒷면 양쪽에 설치할 것
  [2.] 2.  한등당 광도는 2칸델라 이상 25칸델라 이하일 것
  [3.] 3.  등광색은 적색으로 할 것
  [4.] 4.  건설기계 중심선에 대하여 좌우대칭이 되고, 등화의 중심점은 자체중량 상태에서 지상 35센티미터 이상 200센티미터 이하의 높이가 되게 설치할 것
  [5.] 5.  삭제 <2020.7.31>"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,160,후퇴등,"제160조의3(후퇴등) 후퇴등은 다음 각 호의 기준에 적합하여야 한다. <개정 2013.5.27>
  [1.] 1.  건설기계 뒷면에 설치할 것
  [2.] 2.  2개 이하로 설치할 것
  [3.] 3.  등광색은 백색 또는 황색으로 하고, 등화의 중심점은 자체중량 상태에서 지상 25센티미터 이상 120센티미터 이하의 높이에 설치할 것
  [4.] 4.  등화장치의 광원을 통과하는 지면에 수평인 면과 시험스크린과의 교차선(H선) 하부의 한등당 광도가 300칸델라를 초과하는 경우 주광축은 하향으로 하고, 건설기계 뒤쪽 75미터이내의 지면을 비출 수 있도록 설치할 것
  [5.] 5.  건설기계의 변속장치를 후퇴위치로 조작할 때에 점등되도록 할 것
  [6.] 6.  한등당 광도는 등화중심선의 위쪽에서는 80칸델라 이상 600칸델라 이하이고, 아랫쪽에서는 80칸델라 이상 5천칸델라 이하일 것
  [7.] 7.  지름 2.5센티미터의 관측표를 광원의 중심점과 일치하게 렌즈에 붙인 후 건설기계 뒤쪽 90센티미터 및 건설기계 가장바깥쪽의 좌우 90센티미터를 포함하는 범위와 높이 60센티미터 이상 180센티미터 이하의 범위의 어느 위치에서도 관측표의 전체를 확인할 수 있을 것"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,160,비상점멸표시등,"제160조의4(비상점멸표시등)
[①] ① 비상점멸표시등은 다음 각 호의 기준에 적합하여야 한다.
  [1.] 1.  건설기계의 앞면과 뒷면의 좌우측에 각각 1개씩 설치할 것
  [2.] 2.  모든 비상점멸표시등은 동시에 작동하는 구조일 것
  [3.] 3.  비상점멸표시등은 시동스위치의 조작에 관계없이 점등조작이 가능한 구조일 것
[②] ② 제1항에 따른 비상점멸표시등의 기준에 관하여는 방향지시등에 관한 제160조를 준용한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,160,안개등,"제160조의5(안개등)
[①] ① 건설기계 앞면에 안개등을 설치할 경우에는 다음 각 호의 기준에 적합하게 설치하여야 한다. <개정 2013.5.27>
  [1.] 1.  비추는 방향은 앞면 진행방향을 향하도록 하고 양쪽에 1개씩 설치할 것
  [2.] 2.  한등당 광도는 940칸델라 이상 1만칸델라 이하일 것
  [3.] 3.  등광색은 백색 또는 황색으로 하고, 양쪽의 등광색을 동일하게 할 것
  [4.] 4.  등화의 중심점은 차량중심선을 기준으로 좌우가 대칭이 되고, 자체중량 상태에서 발광면의 가장 아래쪽이 지상 25센티미터 이상이어야 하며, 발광면의 가장 위쪽이 변환빔 전조등 발광면의 가장 위쪽과 같거나 그 보다 낮게 설치할 것
  [5.] 5.  후미등이 점등된 상태에서 전조등과 별도로 점등 또는 소등할 수 있는 구조일 것
[②] ② 건설기계의 뒷면에 안개등을 설치할 경우에는 다음 각 호의 기준에 적합하게 설치하여야 한다. <개정 2013.5.27>
  [1.] 1.  2개 이하로 설치할 것
  [2.] 2.  등화의 중심점은 건설기계 중심선을 기준으로 좌ㆍ우가 대칭이 되게 설치할 것. 다만, 1개를 설치할 경우에는 건설기계 중심선이나 건설기계 중심선의 왼쪽에 설치하여야한다.
  [3.] 3.  한등당 광도는 150칸델라 이상 300칸델라 이하일 것
  [4.] 4.  등광색은 적색일 것
  [5.] 5.  등화의 중심점은 자체중량 상태에서 지상 25센티미터 이상 100센티미터 이하의 위치에 설치할 것
  [6.] 6.  삭제 <2018.6.1>
  [7.] 7.  등화의 발광면은 제동등으로부터 10센티미터 이상의 간격을 유지할 것
  [8.] 8.  앞면 안개등과 연동하여 점등 또는 소등할 수 있는 구조이거나 앞면 안개등이 점등된 상태에서 다른 등화장치와 별도로 점등 또는 소등할 수 있는 구조일 것
  [9.] 9.  점등상태를 운전자가 알 수 있도록 점등표시장치를 설치할 것
  [10.] 10.  점등 시 안개등의 렌즈를 상ㆍ하 5도, 좌ㆍ우 25도(안개등이 2개인 경우에는 건설기계 외측의 수평각 25도를 말한다)의 각도에서 관측할 때 차체의 다른 부분에 의하여 가리워지지 아니할 것"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,160,주차등,"제160조의6(주차등) 건설기계에 주차등을 설치할 경우에는 다음 각 호에 적합하게 설치하여야 한다.
  [1.] 1.  앞면에는 백색(보조방향지시등 또는 옆면표시등과 겸용인 경우에는 호박색), 뒷면에는 적색일 것
  [2.] 2.  주차제동장치와 연동하는 구조일 것"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,160,작업등,"제160조의7(작업등)
[①] ① 건설기계에 작업등을 설치할 경우 등광색은 백색으로 하여야 한다.
[②] ② 트럭식건설기계에 설치하는 작업등은 운행 중 점등조작이 불가능한 구조 또는 시간당 20킬로미터 이상으로 운행할 때 자동으로 소등되는 구조이어야 한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,160,상부끝단 표시등,"제160조의8(상부끝단 표시등) 건설기계에 상부끝단 표시등을 설치 할 경우에는 다음 각 호에 적합하게 설치하여야 한다.
  [1.] 1.  앞면의 경우 백색 또는 호박색 등화로서 2개일 것
  [2.] 2.  뒷면의 경우 적색 또는 호박색 등화로서 2개일 것"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,161,후부반사기 등,"제161조(후부반사기 등)
[①] ① 후부반사기는 다음 각 호의 기준에 적합하여야 한다. <개정 2013.5.27>
  [1.] 1.  건설기계의 뒷면 양쪽에 설치할 것. 이 경우 옆면에는 보조반사기를 설치할 수 있다.
  [2.] 2.  반사부의 모양은 삼각형 외의 형으로서 그 면적은 소형건설기계의 경우에는 1,000제곱밀리미터 이상, 그 밖의 건설기계의 경우에는 2,000제곱밀리미터 이상일 것
  [3.] 3.  야간에 건설기계의 뒤쪽 100미터의 거리에서 전조등으로 후부반사기를 비출 경우 그 반사광을 비춘 위치에서 식별할 수 있을 것
  [4.] 4.  반사기에 의한 반사광은 다음 각 목의 색상일 것
    [가.] 가.  후부반사기: 적색
    [나.] 나.  옆면 앞부분의 보조반사기: 황색 또는 호박색
    [다.] 다.  옆면 뒷부분의 보조반사기 : 적색 또는 호박색
  [5.] 5.  반사기의 중심점은 자체중량 상태에서 지상 350밀리미터 이상 1,500밀리미터 이하의 높이가 되게 할 것
  [6.] 6.  보조반사기를 점등구조로 할 경우의 반사성능은 제3호의 기준에 적합할 것
  [7.] 7.  반사기의 반사성능은 별표 10의 기준에 적합할 것
[②] ② 후부반사판 또는 후부반사지는 다음 각 호의 기준에 적합하여야 한다. <개정 2013.5.27>
  [1.] 1.  건설기계 뒷면에 건설기계의 중심선으로부터 좌ㆍ우 대칭이 되도록 설치할 것. 다만, 제136조에 따른 후부안전판이 설치되어 있는 경우에는 후부안전판에 설치 할 수 있다.
  [2.] 2.  후부반사지 또는 후부반사판의 형상ㆍ반사성능 및 부착방법은 별표 10의 기준에 적합할 것. 다만, 건설기계 구조상 부착이 곤란한 경우에는 그 형상 및 부착방법을 달리할 수 있다.
  [3.] 3.  야간에 건설기계의 뒤쪽 150미터의 거리에서 전조등으로 후부반사판 또는 후부반사지를 비출 경우 그 반사광을 비춘 위치에서 식별할 수 있을 것
  [4.] 4.  반사부 및 형광부의 반사광은 다음 각 목의 색상일 것
    [가.] 가.  반사부: 황색 또는 적색
    [나.] 나.  형광부: 적색
  [5.] 5.  반사부의 중심점은 자체중량 상태에서 지상 250밀리미터 이상 1,500밀리미터 이하의 높이가 되게 할 것"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,162,연결장치,"제162조(연결장치)
[①] ① 연결장치는 정확하게 동작하여야 하고, 진동 또는 충격에 의하여 분리되지 아니하는 구조이어야 한다.
[②] ② 건설기계(피견인건설기계는 제외한다)의 앞면 또는 뒷면에는 건설기계를 길이 방향으로 견인할 때 해당 건설기계의 자체중량(분해하여 이동하는 건설기계의 경우에는 분해 이후 자체주행할 수 있는 중량을 말한다)의 2분의 1 이상의 힘에 견딜 수 있는 구조용 또는 견인용 고리장치를 설치해야 한다. <개정 2013.5.27, 2020.7.31>
[③] ③ 연결장치는 2개 이상의 기계적인 안전잠금장치를 갖추어야 하고, 안전잠금장치의 강도는 연결된 작업장치의 중량의 3.5배 이상의 힘에 견딜 수 있어야 한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,163,최고속도제한장치,"제163조(최고속도제한장치)
[①] ① 최고주행속도가 시간당 90킬로미터를 초과하는 덤프트럭, 트럭적재식 콘크리트펌프 및 콘크리트믹서트럭에는 최고속도제한장치를 설치하여야 한다. <개정 2009.10.21>
[②] ② 제1항의 최고속도제한장치는 건설기계의 최고속도가 시간당 90킬로미터를 초과하지 아니하도록 하는 구조이어야 한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,164,운행기록계,"제164조(운행기록계)
[①] ① 덤프트럭, 트럭적재식 콘크리트펌프 및 콘크리트믹서트럭에는 건설기계의 운행시간별 속도 및 주행거리를 확인할 수 있도록 운행기록계를 설치하여야 한다. <개정 2009.10.21>
[②] ② 제1항에 따라 운행기록계를 설치하여야 하는 건설기계가 최고속도제한장치를 설치하거나 최고주행속도가 시간당 60킬로미터 이하인 경우에는 운행기록계를 설치하지 아니할 수 있다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,165,배기구,"제165조(배기구)
[①] ① 트럭식건설기계의 배기구는 왼쪽 또는 오른쪽 방향으로 열려 있어서는 아니된다. <개정 2013.5.27>
[②] ② 트럭식건설기계의 배기구 열림방향이 건설기계 중심선에 대하여 왼쪽으로 30도 이내인 것과 배기구가 건설기계 중심선에 대하여 왼쪽에 위치하면서 건설기계 중심선에 대하여 오른쪽으로 30도 이내인 것은 제1항의 규정에 적합한 것으로 본다. <개정 2013.5.27>
[③] ③ 배기관은 건설기계 또는 적재물을 발화시키거나 건설기계의 다른 기능을 저해할 우려가 없어야 하고, 견고하게 설치하여야 한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,166,소화설비,"제166조(소화설비)
[①] ① 건설기계에는「소방시설설치유지 및 안전관리에 관한 법률」 제36조제5항에 따른 능력단위(이하 ""능력단위""라 한다) 1 이상의 에이ㆍ비ㆍ씨 소화기 1개 이상을 설치하여야 한다.
[②] ② 제1항에도 불구하고 아스팔트피니셔, 아스팔트살포기 및 아스팔트믹싱플랜트는 능력단위 3 이상인 소화기 1개 이상 또는 능력단위 2 이상인 소화기 2개 이상을 설치하여야 한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,167,소음,"제167조(소음)
[①] ① 덤프트럭, 콘크리트믹서트럭 및 트럭적재식 콘크리트펌프는 「소음ㆍ진동관리법」 제30조에 따른 제작차 소음허용기준에 적합하게 제작ㆍ조립되어야 한다. <개정 2010.6.30>
[②] ② 제1항에 따라 제작ㆍ조립되어 운행 중인 건설기계는 「소음ㆍ진동관리법」 제35조에 따른 운행차 소음허용기준에 적합하여야 한다. <개정 2010.6.30>"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,167,그 밖의 부분,"제167조의2(그 밖의 부분)
[①] ① 타이어식건설기계(지게차는 제외한다)의 조향바퀴의 윤중의 합은 제작자등이 정한 주행자세에서 자체중량 및 총중량의 20퍼센트 이상이어야 한다.
[②] ② 타이어식건설기계에는 후진하는 순간부터 정지할 때까지 건설기계 뒷부분 및 주변에 있는 사람이 인지할 수 있는 충분한 크기의 경고음이 발생되는 장치를 설치하여야 한다.
[③] ③ 트럭식건설기계의 최저지상고는 120밀리미터 이상이어야 한다.
[④] ④ 건설기계 조종 중 조종사의 손이 닿기 쉬운 치차, 냉각팬, 그 밖의 위험한 부분에는 안전한 덮개를 씌우는 등 적절한 안전장치를 하여야 한다.
[⑤] ⑤ 삭제 <2018.6.1>
[⑥] ⑥ 주요부의 볼트, 너트, 키, 코터 및 핀 등은 임의로 풀어지지 아니하도록 적절한 이완방지 장치를 하여야 한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,168,,제4장 대형건설기계
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,168,특별표지판,"제168조(특별표지판) 대형건설기계에는 다음 각 호의 기준에 적합한 특별표지판을 부착하여야 한다.
  [1.] 1.  제2조제33호 각 목의 요건 중 어느 하나에 해당하는 대형건설기계의 경우 특별표지판의 규격은 가로 481밀리미터 세로 100밀리미터의 직사각형으로 하고, 해당되는 요건을 다음과 같이 표시할 것
					
					    <img src=""http://www.law.go.kr/flDownload.do?flSeq=12865835""  alt=""img12865835"" >
					
					      (예시):너비가 2.82미터인 경우
					
					</img>
  [2.] 2.  제2조제33호 각 목의 요건 중 2가지 이상에 해당하는 대형건설기계의 경우 특별표지판의 규격은 가로 481밀리미터 세로 200밀리미터의 직사각형으로 하고, 해당되는 요건을 다음과 같이 표시할 것. 다만, 해당되는 요건이 3개 이상인 경우에는 총중량, 너비, 높이, 길이 및 최소회전반경의 순서로 해당하는 2개의 항목만을 표시한다.
					
					    <img src=""http://www.law.go.kr/flDownload.do?flSeq=12865836""  alt=""img12865836"" >
					
					      (예시):총중량 및 너비가 해당하는 경우
					
					</img>
  [3.] 3.  특별표지판의 바탕은 검은색으로, 문자 및 테두리는 흰색으로 도색할 것. 다만, 건설기계의 본체에 도색이 불가능한 경우에는 다음 각 목의 어느 하나에 해당하는 특별표지판을 사용하여야 한다
    [가.] 가.  두께 4밀리미터 이상의 알루미늄판을 사용하여 문자 및 테두리는 알루미늄 원판으로 하고, 바탕은 음각 부식 후 검은색으로 도색할 것
    [나.] 나.  두께 1밀리미터 이상의 철판을 사용하여 문자 및 테두리는 흰색으로 도색하고, 바탕은 검은색으로 도색할 것
  [4.] 4.  특별표지판은 등록번호가 표시되어 있는 면에 부착할 것. 다만, 건설기계 구조상 불가피한 경우는 건설기계의 좌우 측면에 부착할 수 있다.
  [5.] 5.  특별표지판의 부착 매수 또는 도색 매수는 해당 건설기계의 등록번호표 부착 매수와 같을 것. 다만, 제4호의 단서에 해당되는 경우에는 좌우에 각각 1장씩 부착 또는 도색한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,169,특별도색,"제169조(특별도색) 대형건설기계에는 다음 각 호의 기준에 적합한 특별도색을 하여야 한다. 다만, 최고주행속도가 시간당 35킬로미터 미만인 건설기계의 경우에는 그러하지 아니하다. <개정 2013.5.27>
  [1.] 1.  범퍼가 있는 건설기계의 경우에는 다음과 같이 전후 범퍼에 검은색과 야광의 노란색, 야광의 노란색과 야광의 빨간색 또는 야광의 빨간색과 야광의 흰색 중 어느 하나를 각각 120밀리미터의 폭으로 수직으로 또는 기울여 차례로 도색할 것
					
					    <img src=""http://www.law.go.kr/flDownload.do?flSeq=12865837""  alt=""img12865837"" >
					
					    (예시)
					
					</img>
  [2.] 2.  범퍼가 없는 건설기계의 경우에는 다음과 같이 건설기계 등록번호표 부착면의 좌우 끝까지 야광의 검은색과 야광의 노란색을 각각 120밀리미터의 폭으로 수직으로 또는 기울여 차례로 도색할 것
					
					    <img src=""http://www.law.go.kr/flDownload.do?flSeq=12865670""  alt=""img12865670"" >
					
					    (예시)
					
					</img>"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,170,경고표지판,"제170조(경고표지판) 대형건설기계에는 조종실 내부의 조종사가 보기 쉬운 곳에 다음 각 호의 기준에 적합한 경고표지판을 부착하여야 한다. <개정 2014.7.15>
  [1.] 1.  경고표지판의 규격은 가로 165밀리미터 세로 110밀리미터의 직사각형으로 할 것
  [2.] 2.  경고표지판에는 ""주의 조종사 여러분 이 건설기계는 「도로법」 제77조에 따른 운행제한의 대상이므로 같은 법 제2조에 따른 도로 주행 시에는 도로관리청의 허가를 받아 운행하거나, 운행제한을 받지 아니하도록 분해 후 이동하지 아니하면 처벌을 받을 수 있습니다. 국민의 재산인 도로를 보호하고 교통상의 안전을 도모하기 위하여 주의합시다.""라는 내용을 적을 것
  [3.] 3.  경고표지판의 바탕은 검은색으로, 문자 및 테두리선은 흰색으로 도색하고, 문자는 고딕체로 할 것
  [4.] 4.  경고표지판의 재질은 두께 0.2밀리미터의 합성수지로 할 것"
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,171,안전기준의 특례,"제171조(안전기준의 특례)
[①] ① 국토교통부장관은 국가안보ㆍ치안 등 공공목적을 위하여 제작하거나 특수기능과 용도를 가진 건설기계에 대하여 특히 필요하다고 인정하는 경우 해당 건설기계의 제작 목적ㆍ용도 및 기능 등을 고려하여 안전기준에 관한 특례를 인정할 수 있으며, 이 경우 운행 및 작업에 필요한 조건을 붙일 수 있다.
[②] ② 국토교통부장관은 이 규칙에서 정한 장치보다 우수한 새로운 장치 또는 안전확보를 위하여 필요하다고 인정하는 장치가 있는 경우에는 이 규칙에도 불구하고 해당 장치를 설치하게 할 수 있다.
[③] ③ 제2항에 따라 특례를 인정받은 건설기계의 경우에도 「도로법」ㆍ「도로교통법」등 건설기계의 운행과 관련되는 다른 법령의 적용을 배제하지 아니한다."
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,171,,제5장 보칙 <신설 2013.5.27>
4673f586-c098-4ca6-af62-a2dc9ce23797,건설기계 안전기준에 관한 규칙,172,시험방법 등의 고시,제172조(시험방법 등의 고시) 국토교통부장관은 이 규칙에서 정하는 기준의 시행에 필요한 세부기준 및 시험방법 등을 정하여 고시할 수 있다.
